MV1_DATE,TERM,Mid_Market_Rate
3/6/23,9M,5.348
3/6/23,1Y,5.398
3/6/23,18M,5.217
3/6/23,2Y,4.971
3/6/23,3Y,4.537
3/6/23,5Y,4.068
3/6/23,10Y,3.714
3/6/23,20Y,3.517
3/6/23,30Y,3.242
3/3/23,ON,4.55
3/3/23,1W,4.548
3/3/23,2W,4.55
3/3/23,3W,4.626
3/3/23,1M,4.706
3/3/23,2M,4.815
3/3/23,3M,4.939
3/3/23,4M,5.038
3/3/23,5M,5.122
3/3/23,6M,5.194
3/3/23,9M,5.326
3/3/23,1Y,5.374
3/3/23,18M,5.196
3/3/23,2Y,4.956
3/3/23,3Y,4.528
3/3/23,5Y,4.061
3/3/23,10Y,3.7
3/3/23,20Y,3.497
3/3/23,30Y,3.218
3/2/23,ON,4.55
3/2/23,1W,4.544
3/2/23,2W,4.546
3/2/23,3W,4.608
3/2/23,1M,4.694
3/2/23,2M,4.81
3/2/23,3M,4.928
3/2/23,4M,5.027
3/2/23,5M,5.115
3/2/23,6M,5.184
3/2/23,9M,5.321
3/2/23,1Y,5.376
3/2/23,18M,5.221
3/2/23,2Y,5.0
3/2/23,3Y,4.589
3/2/23,5Y,4.134
3/2/23,10Y,3.804
3/2/23,20Y,3.617
3/2/23,30Y,3.344
3/1/23,ON,4.55
3/1/23,1W,4.548
3/1/23,2W,4.55
3/1/23,3W,4.567
3/1/23,1M,4.667
3/1/23,2M,4.778
3/1/23,3M,4.917
3/1/23,4M,5.01
3/1/23,5M,5.097
3/1/23,6M,5.179
3/1/23,9M,5.323
3/1/23,1Y,5.384
3/1/23,18M,5.225
3/1/23,2Y,4.987
3/1/23,3Y,4.551
3/1/23,5Y,4.071
3/1/23,10Y,3.726
3/1/23,20Y,3.548
3/1/23,30Y,3.279
2/28/23,ON,4.55
2/28/23,1W,4.551
2/28/23,2W,4.553
2/28/23,3W,4.555
2/28/23,1M,4.661
2/28/23,2M,4.764
2/28/23,3M,4.891
2/28/23,4M,4.991
2/28/23,5M,5.072
2/28/23,6M,5.152
2/28/23,9M,5.285
2/28/23,1Y,5.335
2/28/23,18M,5.155
2/28/23,2Y,4.902
2/28/23,3Y,4.456
2/28/23,5Y,3.977
2/28/23,10Y,3.644
2/28/23,20Y,3.501
2/28/23,30Y,3.252
2/27/23,ON,4.55
2/27/23,1W,4.55
2/27/23,2W,4.552
2/27/23,3W,4.554
2/27/23,1M,4.659
2/27/23,2M,4.761
2/27/23,3M,4.889
2/27/23,4M,4.993
2/27/23,5M,5.07
2/27/23,6M,5.142
2/27/23,9M,5.28
2/27/23,1Y,5.335
2/27/23,18M,5.153
2/27/23,2Y,4.896
2/27/23,3Y,4.45
2/27/23,5Y,3.979
2/27/23,10Y,3.647
2/27/23,20Y,3.493
2/27/23,30Y,3.239
2/24/23,ON,4.55
2/24/23,1W,4.532
2/24/23,2W,4.543
2/24/23,3W,4.548
2/24/23,1M,4.633
2/24/23,2M,4.752
2/24/23,3M,4.885
2/24/23,4M,4.984
2/24/23,5M,5.069
2/24/23,6M,5.141
2/24/23,9M,5.278
2/24/23,1Y,5.333
2/24/23,18M,5.156
2/24/23,2Y,4.903
2/24/23,3Y,4.473
2/24/23,5Y,3.999
2/24/23,10Y,3.657
2/24/23,20Y,3.495
2/24/23,30Y,3.241
2/23/23,ON,4.55
2/23/23,1W,4.535
2/23/23,2W,4.546
2/23/23,3W,4.551
2/23/23,1M,4.6
2/23/23,2M,4.753
2/23/23,3M,4.884
2/23/23,4M,4.972
2/23/23,5M,5.051
2/23/23,6M,5.121
2/23/23,9M,5.243
2/23/23,1Y,5.281
2/23/23,18M,5.064
2/23/23,2Y,4.779
2/23/23,3Y,4.337
2/23/23,5Y,3.908
2/23/23,10Y,3.595
2/23/23,20Y,3.442
2/23/23,30Y,3.193
2/22/23,ON,4.55
2/22/23,1W,4.546
2/22/23,2W,4.555
2/22/23,3W,4.56
2/22/23,1M,4.574
2/22/23,2M,4.741
2/22/23,3M,4.857
2/22/23,4M,4.962
2/22/23,5M,5.04
2/22/23,6M,5.113
2/22/23,9M,5.248
2/22/23,1Y,5.291
2/22/23,18M,5.068
2/22/23,2Y,4.795
2/22/23,3Y,4.37
2/22/23,5Y,3.943
2/22/23,10Y,3.644
2/22/23,20Y,3.498
2/22/23,30Y,3.247
2/21/23,ON,4.55
2/21/23,1W,4.545
2/21/23,2W,4.553
2/21/23,3W,4.557
2/21/23,1M,4.56
2/21/23,2M,4.732
2/21/23,3M,4.841
2/21/23,4M,4.939
2/21/23,5M,5.027
2/21/23,6M,5.098
2/21/23,9M,5.236
2/21/23,1Y,5.279
2/21/23,18M,5.06
2/21/23,2Y,4.791
2/21/23,3Y,4.375
2/21/23,5Y,3.961
2/21/23,10Y,3.675
2/21/23,20Y,3.533
2/21/23,30Y,3.288
2/20/23,ON,4.55
2/20/23,1W,4.541
2/20/23,2W,4.553
2/20/23,3W,4.558
2/20/23,1M,4.561
2/20/23,2M,4.718
2/20/23,3M,4.816
2/20/23,4M,4.906
2/20/23,5M,4.988
2/20/23,6M,5.049
2/20/23,9M,5.168
2/20/23,1Y,5.199
2/20/23,18M,4.959
2/20/23,2Y,4.678
2/20/23,3Y,4.248
2/20/23,5Y,3.82
2/20/23,10Y,3.538
2/20/23,20Y,3.417
2/20/23,30Y,3.181
2/17/23,ON,4.55
2/17/23,1W,4.541
2/17/23,2W,4.552
2/17/23,3W,4.557
2/17/23,1M,4.56
2/17/23,2M,4.719
2/17/23,3M,4.819
2/17/23,4M,4.912
2/17/23,5M,4.996
2/17/23,6M,5.059
2/17/23,9M,5.181
2/17/23,1Y,5.21
2/17/23,18M,4.969
2/17/23,2Y,4.684
2/17/23,3Y,4.252
2/17/23,5Y,3.823
2/17/23,10Y,3.542
2/17/23,20Y,3.425
2/17/23,30Y,3.193
2/16/23,ON,4.55
2/16/23,1W,4.551
2/16/23,2W,4.555
2/16/23,3W,4.558
2/16/23,1M,4.561
2/16/23,2M,4.704
2/16/23,3M,4.802
2/16/23,4M,4.882
2/16/23,5M,4.959
2/16/23,6M,5.02
2/16/23,9M,5.133
2/16/23,1Y,5.163
2/16/23,18M,4.944
2/16/23,2Y,4.684
2/16/23,3Y,4.266
2/16/23,5Y,3.837
2/16/23,10Y,3.556
2/16/23,20Y,3.446
2/16/23,30Y,3.218
2/15/23,ON,4.55
2/15/23,1W,4.554
2/15/23,2W,4.556
2/15/23,3W,4.559
2/15/23,1M,4.561
2/15/23,2M,4.686
2/15/23,3M,4.777
2/15/23,4M,4.871
2/15/23,5M,4.942
2/15/23,6M,5.008
2/15/23,9M,5.133
2/15/23,1Y,5.175
2/15/23,18M,4.974
2/15/23,2Y,4.717
2/15/23,3Y,4.29
2/15/23,5Y,3.838
2/15/23,10Y,3.519
2/15/23,20Y,3.395
2/15/23,30Y,3.166
2/14/23,ON,4.55
2/14/23,1W,4.554
2/14/23,2W,4.556
2/14/23,3W,4.561
2/14/23,1M,4.564
2/14/23,2M,4.687
2/14/23,3M,4.775
2/14/23,4M,4.86
2/14/23,5M,4.947
2/14/23,6M,5.016
2/14/23,9M,5.152
2/14/23,1Y,5.197
2/14/23,18M,4.982
2/14/23,2Y,4.702
2/14/23,3Y,4.26
2/14/23,5Y,3.799
2/14/23,10Y,3.475
2/14/23,20Y,3.359
2/14/23,30Y,3.132
2/13/23,ON,4.55
2/13/23,1W,4.554
2/13/23,2W,4.556
2/13/23,3W,4.559
2/13/23,1M,4.562
2/13/23,2M,4.681
2/13/23,3M,4.765
2/13/23,4M,4.848
2/13/23,5M,4.932
2/13/23,6M,4.99
2/13/23,9M,5.104
2/13/23,1Y,5.125
2/13/23,18M,4.873
2/13/23,2Y,4.572
2/13/23,3Y,4.13
2/13/23,5Y,3.705
2/13/23,10Y,3.422
2/13/23,20Y,3.339
2/13/23,30Y,3.127
2/10/23,ON,4.55
2/10/23,1W,4.552
2/10/23,2W,4.554
2/10/23,3W,4.558
2/10/23,1M,4.562
2/10/23,2M,4.669
2/10/23,3M,4.76
2/10/23,4M,4.841
2/10/23,5M,4.916
2/10/23,6M,4.975
2/10/23,9M,5.084
2/10/23,1Y,5.106
2/10/23,18M,4.855
2/10/23,2Y,4.557
2/10/23,3Y,4.109
2/10/23,5Y,3.696
2/10/23,10Y,3.444
2/10/23,20Y,3.37
2/10/23,30Y,3.157
2/9/23,ON,4.55
2/9/23,1W,4.555
2/9/23,2W,4.557
2/9/23,3W,4.56
2/9/23,1M,4.564
2/9/23,2M,4.667
2/9/23,3M,4.759
2/9/23,4M,4.837
2/9/23,5M,4.909
2/9/23,6M,4.967
2/9/23,9M,5.069
2/9/23,1Y,5.085
2/9/23,18M,4.827
2/9/23,2Y,4.531
2/9/23,3Y,4.086
2/9/23,5Y,3.657
2/9/23,10Y,3.389
2/9/23,20Y,3.309
2/9/23,30Y,3.094
2/8/23,ON,4.55
2/8/23,1W,4.555
2/8/23,2W,4.557
2/8/23,3W,4.559
2/8/23,1M,4.562
2/8/23,2M,4.65
2/8/23,3M,4.733
2/8/23,4M,4.825
2/8/23,5M,4.893
2/8/23,6M,4.951
2/8/23,9M,5.052
2/8/23,1Y,5.06
2/8/23,18M,4.784
2/8/23,2Y,4.472
2/8/23,3Y,4.016
2/8/23,5Y,3.601
2/8/23,10Y,3.347
2/8/23,20Y,3.27
2/8/23,30Y,3.057
2/7/23,ON,4.55
2/7/23,1W,4.559
2/7/23,2W,4.561
2/7/23,3W,4.563
2/7/23,1M,4.565
2/7/23,2M,4.65
2/7/23,3M,4.728
2/7/23,4M,4.815
2/7/23,5M,4.891
2/7/23,6M,4.948
2/7/23,9M,5.053
2/7/23,1Y,5.065
2/7/23,18M,4.794
2/7/23,2Y,4.486
2/7/23,3Y,4.036
2/7/23,5Y,3.625
2/7/23,10Y,3.368
2/7/23,20Y,3.278
2/7/23,30Y,3.056
2/6/23,ON,4.55
2/6/23,1W,4.562
2/6/23,2W,4.564
2/6/23,3W,4.566
2/6/23,1M,4.568
2/6/23,2M,4.649
2/6/23,3M,4.719
2/6/23,4M,4.805
2/6/23,5M,4.877
2/6/23,6M,4.928
2/6/23,9M,5.029
2/6/23,1Y,5.04
2/6/23,18M,4.767
2/6/23,2Y,4.458
2/6/23,3Y,4.01
2/6/23,5Y,3.601
2/6/23,10Y,3.332
2/6/23,20Y,3.239
2/6/23,30Y,3.016
2/3/23,ON,4.55
2/3/23,1W,4.564
2/3/23,2W,4.566
2/3/23,3W,4.568
2/3/23,1M,4.569
2/3/23,2M,4.635
2/3/23,3M,4.712
2/3/23,4M,4.787
2/3/23,5M,4.843
2/3/23,6M,4.887
2/3/23,9M,4.955
2/3/23,1Y,4.942
2/3/23,18M,4.639
2/3/23,2Y,4.315
2/3/23,3Y,3.858
2/3/23,5Y,3.463
2/3/23,10Y,3.246
2/3/23,20Y,3.193
2/3/23,30Y,2.985
2/2/23,ON,4.56
2/2/23,1W,4.565
2/2/23,2W,4.568
2/2/23,3W,4.569
2/2/23,1M,4.57
2/2/23,2M,4.624
2/2/23,3M,4.692
2/2/23,4M,4.748
2/2/23,5M,4.788
2/2/23,6M,4.817
2/2/23,9M,4.845
2/2/23,1Y,4.798
2/2/23,18M,4.455
2/2/23,2Y,4.114
2/2/23,3Y,3.654
2/2/23,5Y,3.282
2/2/23,10Y,3.112
2/2/23,20Y,3.107
2/2/23,30Y,2.924
2/1/23,ON,4.31
2/1/23,1W,4.562
2/1/23,2W,4.564
2/1/23,3W,4.566
2/1/23,1M,4.568
2/1/23,2M,4.614
2/1/23,3M,4.679
2/1/23,4M,4.748
2/1/23,5M,4.788
2/1/23,6M,4.82
2/1/23,9M,4.855
2/1/23,1Y,4.812
2/1/23,18M,4.478
2/1/23,2Y,4.142
2/1/23,3Y,3.671
2/1/23,5Y,3.284
2/1/23,10Y,3.1
2/1/23,20Y,3.077
2/1/23,30Y,2.883
1/31/23,ON,4.31
1/31/23,1W,4.57
1/31/23,2W,4.572
1/31/23,3W,4.574
1/31/23,1M,4.576
1/31/23,2M,4.62
1/31/23,3M,4.684
1/31/23,4M,4.748
1/31/23,5M,4.795
1/31/23,6M,4.829
1/31/23,9M,4.876
1/31/23,1Y,4.851
1/31/23,18M,4.552
1/31/23,2Y,4.236
1/31/23,3Y,3.792
1/31/23,5Y,3.418
1/31/23,10Y,3.225
1/31/23,20Y,3.193
1/31/23,30Y,2.989
1/30/23,ON,4.3
1/30/23,1W,4.533
1/30/23,2W,4.553
1/30/23,3W,4.562
1/30/23,1M,4.567
1/30/23,2M,4.619
1/30/23,3M,4.683
1/30/23,4M,4.752
1/30/23,5M,4.804
1/30/23,6M,4.839
1/30/23,9M,4.891
1/30/23,1Y,4.873
1/30/23,18M,4.588
1/30/23,2Y,4.283
1/30/23,3Y,3.85
1/30/23,5Y,3.465
1/30/23,10Y,3.252
1/30/23,20Y,3.209
1/30/23,30Y,3.002
1/27/23,ON,4.3
1/27/23,1W,4.485
1/27/23,2W,4.466
1/27/23,3W,4.546
1/27/23,1M,4.555
1/27/23,2M,4.601
1/27/23,3M,4.67
1/27/23,4M,4.739
1/27/23,5M,4.786
1/27/23,6M,4.822
1/27/23,9M,4.867
1/27/23,1Y,4.844
1/27/23,18M,4.543
1/27/23,2Y,4.226
1/27/23,3Y,3.783
1/27/23,5Y,3.405
1/27/23,10Y,3.217
1/27/23,20Y,3.183
1/27/23,30Y,2.978
1/26/23,ON,4.3
1/26/23,1W,4.467
1/26/23,2W,4.466
1/26/23,3W,4.544
1/26/23,1M,4.531
1/26/23,2M,4.6
1/26/23,3M,4.673
1/26/23,4M,4.74
1/26/23,5M,4.788
1/26/23,6M,4.824
1/26/23,9M,4.865
1/26/23,1Y,4.838
1/26/23,18M,4.526
1/26/23,2Y,4.2
1/26/23,3Y,3.754
1/26/23,5Y,3.368
1/26/23,10Y,3.182
1/26/23,20Y,3.161
1/26/23,30Y,2.964
1/25/23,ON,4.31
1/25/23,1W,4.354
1/25/23,2W,4.466
1/25/23,3W,4.504
1/25/23,1M,4.531
1/25/23,2M,4.574
1/25/23,3M,4.656
1/25/23,4M,4.725
1/25/23,5M,4.768
1/25/23,6M,4.804
1/25/23,9M,4.845
1/25/23,1Y,4.815
1/25/23,18M,4.498
1/25/23,2Y,4.167
1/25/23,3Y,3.712
1/25/23,5Y,3.328
1/25/23,10Y,3.146
1/25/23,20Y,3.141
1/25/23,30Y,2.951
1/24/23,ON,4.3
1/24/23,1W,4.315
1/24/23,2W,4.449
1/24/23,3W,4.495
1/24/23,1M,4.528
1/24/23,2M,4.577
1/24/23,3M,4.662
1/24/23,4M,4.728
1/24/23,5M,4.781
1/24/23,6M,4.82
1/24/23,9M,4.876
1/24/23,1Y,4.857
1/24/23,18M,4.543
1/24/23,2Y,4.196
1/24/23,3Y,3.732
1/24/23,5Y,3.343
1/24/23,10Y,3.145
1/24/23,20Y,3.129
1/24/23,30Y,2.935
1/23/23,ON,4.3
1/23/23,1W,4.318
1/23/23,2W,4.435
1/23/23,3W,4.488
1/23/23,1M,4.529
1/23/23,2M,4.58
1/23/23,3M,4.664
1/23/23,4M,4.731
1/23/23,5M,4.785
1/23/23,6M,4.823
1/23/23,9M,4.881
1/23/23,1Y,4.864
1/23/23,18M,4.559
1/23/23,2Y,4.22
1/23/23,3Y,3.767
1/23/23,5Y,3.389
1/23/23,10Y,3.204
1/23/23,20Y,3.194
1/23/23,30Y,3.002
1/20/23,ON,4.3
1/20/23,1W,4.323
1/20/23,2W,4.418
1/20/23,3W,4.475
1/20/23,1M,4.514
1/20/23,2M,4.561
1/20/23,3M,4.649
1/20/23,4M,4.714
1/20/23,5M,4.768
1/20/23,6M,4.804
1/20/23,9M,4.857
1/20/23,1Y,4.832
1/20/23,18M,4.51
1/20/23,2Y,4.165
1/20/23,3Y,3.701
1/20/23,5Y,3.331
1/20/23,10Y,3.168
1/20/23,20Y,3.164
1/20/23,30Y,2.975
1/19/23,ON,4.31
1/19/23,1W,4.313
1/19/23,2W,4.395
1/19/23,3W,4.464
1/19/23,1M,4.51
1/19/23,2M,4.561
1/19/23,3M,4.652
1/19/23,4M,4.712
1/19/23,5M,4.761
1/19/23,6M,4.797
1/19/23,9M,4.844
1/19/23,1Y,4.815
1/19/23,18M,4.477
1/19/23,2Y,4.112
1/19/23,3Y,3.633
1/19/23,5Y,3.25
1/19/23,10Y,3.076
1/19/23,20Y,3.076
1/19/23,30Y,2.886
1/18/23,ON,4.3
1/18/23,1W,4.315
1/18/23,2W,4.337
1/18/23,3W,4.425
1/18/23,1M,4.488
1/18/23,2M,4.55
1/18/23,3M,4.634
1/18/23,4M,4.698
1/18/23,5M,4.743
1/18/23,6M,4.778
1/18/23,9M,4.821
1/18/23,1Y,4.786
1/18/23,18M,4.443
1/18/23,2Y,4.077
1/18/23,3Y,3.598
1/18/23,5Y,3.209
1/18/23,10Y,3.063
1/18/23,20Y,3.075
1/18/23,30Y,2.886
1/17/23,ON,4.31
1/17/23,1W,4.315
1/17/23,2W,4.317
1/17/23,3W,4.411
1/17/23,1M,4.482
1/17/23,2M,4.543
1/17/23,3M,4.63
1/17/23,4M,4.695
1/17/23,5M,4.752
1/17/23,6M,4.789
1/17/23,9M,4.844
1/17/23,1Y,4.823
1/17/23,18M,4.517
1/17/23,2Y,4.176
1/17/23,3Y,3.724
1/17/23,5Y,3.357
1/17/23,10Y,3.202
1/17/23,20Y,3.17
1/17/23,30Y,2.965
1/16/23,ON,4.3
1/16/23,1W,4.312
1/16/23,2W,4.314
1/16/23,3W,4.396
1/16/23,1M,4.476
1/16/23,2M,4.537
1/16/23,3M,4.626
1/16/23,4M,4.694
1/16/23,5M,4.755
1/16/23,6M,4.794
1/16/23,9M,4.861
1/16/23,1Y,4.85
1/16/23,18M,4.557
1/16/23,2Y,4.224
1/16/23,3Y,3.756
1/16/23,5Y,3.371
1/16/23,10Y,3.185
1/16/23,20Y,3.148
1/16/23,30Y,2.937
1/13/23,ON,4.3
1/13/23,1W,4.312
1/13/23,2W,4.314
1/13/23,3W,4.396
1/13/23,1M,4.476
1/13/23,2M,4.537
1/13/23,3M,4.626
1/13/23,4M,4.695
1/13/23,5M,4.757
1/13/23,6M,4.796
1/13/23,9M,4.865
1/13/23,1Y,4.854
1/13/23,18M,4.561
1/13/23,2Y,4.227
1/13/23,3Y,3.764
1/13/23,5Y,3.369
1/13/23,10Y,3.193
1/13/23,20Y,3.158
1/13/23,30Y,2.945
1/12/23,ON,4.3
1/12/23,1W,4.311
1/12/23,2W,4.313
1/12/23,3W,4.382
1/12/23,1M,4.455
1/12/23,2M,4.532
1/12/23,3M,4.621
1/12/23,4M,4.689
1/12/23,5M,4.751
1/12/23,6M,4.788
1/12/23,9M,4.844
1/12/23,1Y,4.818
1/12/23,18M,4.498
1/12/23,2Y,4.158
1/12/23,3Y,3.688
1/12/23,5Y,3.301
1/12/23,10Y,3.131
1/12/23,20Y,3.104
1/12/23,30Y,2.896
1/11/23,ON,4.3
1/11/23,1W,4.316
1/11/23,2W,4.318
1/11/23,3W,4.335
1/11/23,1M,4.436
1/11/23,2M,4.543
1/11/23,3M,4.635
1/11/23,4M,4.71
1/11/23,5M,4.766
1/11/23,6M,4.81
1/11/23,9M,4.874
1/11/23,1Y,4.854
1/11/23,18M,4.555
1/11/23,2Y,4.236
1/11/23,3Y,3.803
1/11/23,5Y,3.41
1/11/23,10Y,3.226
1/11/23,20Y,3.18
1/11/23,30Y,2.962
1/10/23,ON,4.31
1/10/23,1W,4.315
1/10/23,2W,4.317
1/10/23,3W,4.319
1/10/23,1M,4.432
1/10/23,2M,4.539
1/10/23,3M,4.629
1/10/23,4M,4.701
1/10/23,5M,4.763
1/10/23,6M,4.808
1/10/23,9M,4.875
1/10/23,1Y,4.862
1/10/23,18M,4.583
1/10/23,2Y,4.269
1/10/23,3Y,3.832
1/10/23,5Y,3.459
1/10/23,10Y,3.276
1/10/23,20Y,3.229
1/10/23,30Y,3.012
1/9/23,ON,4.31
1/9/23,1W,4.312
1/9/23,2W,4.313
1/9/23,3W,4.315
1/9/23,1M,4.425
1/9/23,2M,4.532
1/9/23,3M,4.619
1/9/23,4M,4.691
1/9/23,5M,4.754
1/9/23,6M,4.798
1/9/23,9M,4.86
1/9/23,1Y,4.841
1/9/23,18M,4.552
1/9/23,2Y,4.224
1/9/23,3Y,3.771
1/9/23,5Y,3.38
1/9/23,10Y,3.177
1/9/23,20Y,3.129
1/9/23,30Y,2.907
1/6/23,ON,4.31
1/6/23,1W,4.316
1/6/23,2W,4.318
1/6/23,3W,4.32
1/6/23,1M,4.406
1/6/23,2M,4.529
1/6/23,3M,4.622
1/6/23,4M,4.697
1/6/23,5M,4.765
1/6/23,6M,4.807
1/6/23,9M,4.882
1/6/23,1Y,4.874
1/6/23,18M,4.602
1/6/23,2Y,4.284
1/6/23,3Y,3.828
1/6/23,5Y,3.441
1/6/23,10Y,3.232
1/6/23,20Y,3.173
1/6/23,30Y,2.948
1/5/23,ON,4.31
1/5/23,1W,4.313
1/5/23,2W,4.315
1/5/23,3W,4.317
1/5/23,1M,4.4
1/5/23,2M,4.541
1/5/23,3M,4.644
1/5/23,4M,4.721
1/5/23,5M,4.794
1/5/23,6M,4.849
1/5/23,9M,4.943
1/5/23,1Y,4.96
1/5/23,18M,4.742
1/5/23,2Y,4.468
1/5/23,3Y,4.032
1/5/23,5Y,3.636
1/5/23,10Y,3.387
1/5/23,20Y,3.294
1/5/23,30Y,3.052
1/4/23,ON,4.3
1/4/23,1W,4.315
1/4/23,2W,4.316
1/4/23,3W,4.318
1/4/23,1M,4.365
1/4/23,2M,4.514
1/4/23,3M,4.607
1/4/23,4M,4.691
1/4/23,5M,4.757
1/4/23,6M,4.809
1/4/23,9M,4.898
1/4/23,1Y,4.906
1/4/23,18M,4.681
1/4/23,2Y,4.408
1/4/23,3Y,3.981
1/4/23,5Y,3.602
1/4/23,10Y,3.375
1/4/23,20Y,3.303
1/4/23,30Y,3.067
1/3/23,ON,4.31
1/3/23,1W,4.314
1/3/23,2W,4.316
1/3/23,3W,4.318
1/3/23,1M,4.364
1/3/23,2M,4.512
1/3/23,3M,4.602
1/3/23,4M,4.679
1/3/23,5M,4.753
1/3/23,6M,4.805
1/3/23,9M,4.891
1/3/23,1Y,4.897
1/3/23,18M,4.68
1/3/23,2Y,4.421
1/3/23,3Y,4.018
1/3/23,5Y,3.674
1/3/23,10Y,3.454
1/3/23,20Y,3.365
1/3/23,30Y,3.125
1/2/23,ON,4.3
1/2/23,1W,4.308
1/2/23,2W,4.31
1/2/23,3W,4.312
1/2/23,1M,4.359
1/2/23,2M,4.507
1/2/23,3M,4.595
1/2/23,4M,4.675
1/2/23,5M,4.752
1/2/23,6M,4.804
1/2/23,9M,4.894
1/2/23,1Y,4.908
1/2/23,18M,4.704
1/2/23,2Y,4.458
1/2/23,3Y,4.068
1/2/23,5Y,3.748
1/2/23,10Y,3.555
1/2/23,20Y,3.456
1/2/23,30Y,3.204
12/30/22,ON,4.3
12/30/22,1W,4.308
12/30/22,2W,4.31
12/30/22,3W,4.312
12/30/22,1M,4.359
12/30/22,2M,4.507
12/30/22,3M,4.595
12/30/22,4M,4.675
12/30/22,5M,4.752
12/30/22,6M,4.804
12/30/22,9M,4.894
12/30/22,1Y,4.908
12/30/22,18M,4.704
12/30/22,2Y,4.458
12/30/22,3Y,4.068
12/30/22,5Y,3.748
12/30/22,10Y,3.555
12/30/22,20Y,3.456
12/30/22,30Y,3.204
12/29/22,ON,4.3
12/29/22,1W,4.308
12/29/22,2W,4.31
12/29/22,3W,4.312
12/29/22,1M,4.325
12/29/22,2M,4.491
12/29/22,3M,4.582
12/29/22,4M,4.659
12/29/22,5M,4.733
12/29/22,6M,4.778
12/29/22,9M,4.862
12/29/22,1Y,4.87
12/29/22,18M,4.66
12/29/22,2Y,4.417
12/29/22,3Y,4.037
12/29/22,5Y,3.714
12/29/22,10Y,3.522
12/29/22,20Y,3.428
12/29/22,30Y,3.178
12/28/22,ON,4.3
12/28/22,1W,4.311
12/28/22,2W,4.314
12/28/22,3W,4.317
12/28/22,1M,4.32
12/28/22,2M,4.479
12/28/22,3M,4.572
12/28/22,4M,4.648
12/28/22,5M,4.723
12/28/22,6M,4.774
12/28/22,9M,4.86
12/28/22,1Y,4.87
12/28/22,18M,4.665
12/28/22,2Y,4.42
12/28/22,3Y,4.047
12/28/22,5Y,3.733
12/28/22,10Y,3.564
12/28/22,20Y,3.487
12/28/22,30Y,3.241
12/27/22,ON,4.3
12/27/22,1W,4.309
12/27/22,2W,4.313
12/27/22,3W,4.316
12/27/22,1M,4.319
12/27/22,2M,4.483
12/27/22,3M,4.572
12/27/22,4M,4.662
12/27/22,5M,4.74
12/27/22,6M,4.795
12/27/22,9M,4.886
12/27/22,1Y,4.896
12/27/22,18M,4.683
12/27/22,2Y,4.432
12/27/22,3Y,4.047
12/27/22,5Y,3.711
12/27/22,10Y,3.534
12/27/22,20Y,3.457
12/27/22,30Y,3.213
12/26/22,ON,4.3
12/26/22,1W,4.307
12/26/22,2W,4.312
12/26/22,3W,4.315
12/26/22,1M,4.319
12/26/22,2M,4.474
12/26/22,3M,4.554
12/26/22,4M,4.638
12/26/22,5M,4.706
12/26/22,6M,4.75
12/26/22,9M,4.826
12/26/22,1Y,4.826
12/26/22,18M,4.602
12/26/22,2Y,4.347
12/26/22,3Y,3.957
12/26/22,5Y,3.62
12/26/22,10Y,3.435
12/26/22,20Y,3.364
12/26/22,30Y,3.124
12/23/22,ON,4.3
12/23/22,1W,4.307
12/23/22,2W,4.312
12/23/22,3W,4.315
12/23/22,1M,4.319
12/23/22,2M,4.474
12/23/22,3M,4.554
12/23/22,4M,4.638
12/23/22,5M,4.706
12/23/22,6M,4.75
12/23/22,9M,4.826
12/23/22,1Y,4.826
12/23/22,18M,4.602
12/23/22,2Y,4.347
12/23/22,3Y,3.957
12/23/22,5Y,3.62
12/23/22,10Y,3.435
12/23/22,20Y,3.364
12/23/22,30Y,3.124
12/22/22,ON,4.3
12/22/22,1W,4.305
12/22/22,2W,4.311
12/22/22,3W,4.315
12/22/22,1M,4.318
12/22/22,2M,4.464
12/22/22,3M,4.542
12/22/22,4M,4.626
12/22/22,5M,4.694
12/22/22,6M,4.737
12/22/22,9M,4.809
12/22/22,1Y,4.801
12/22/22,18M,4.562
12/22/22,2Y,4.298
12/22/22,3Y,3.892
12/22/22,5Y,3.556
12/22/22,10Y,3.358
12/22/22,20Y,3.271
12/22/22,30Y,3.022
12/21/22,ON,4.3
12/21/22,1W,4.302
12/21/22,2W,4.308
12/21/22,3W,4.312
12/21/22,1M,4.317
12/21/22,2M,4.44
12/21/22,3M,4.517
12/21/22,4M,4.602
12/21/22,5M,4.659
12/21/22,6M,4.705
12/21/22,9M,4.776
12/21/22,1Y,4.766
12/21/22,18M,4.53
12/21/22,2Y,4.264
12/21/22,3Y,3.863
12/21/22,5Y,3.54
12/21/22,10Y,3.364
12/21/22,20Y,3.289
12/21/22,30Y,3.037
12/20/22,ON,4.3
12/20/22,1W,4.288
12/20/22,2W,4.299
12/20/22,3W,4.308
12/20/22,1M,4.316
12/20/22,2M,4.439
12/20/22,3M,4.52
12/20/22,4M,4.612
12/20/22,5M,4.671
12/20/22,6M,4.721
12/20/22,9M,4.801
12/20/22,1Y,4.801
12/20/22,18M,4.57
12/20/22,2Y,4.296
12/20/22,3Y,3.88
12/20/22,5Y,3.541
12/20/22,10Y,3.35
12/20/22,20Y,3.267
12/20/22,30Y,3.012
12/19/22,ON,4.3
12/19/22,1W,4.291
12/19/22,2W,4.298
12/19/22,3W,4.306
12/19/22,1M,4.313
12/19/22,2M,4.433
12/19/22,3M,4.518
12/19/22,4M,4.605
12/19/22,5M,4.67
12/19/22,6M,4.718
